  500   15000
   25     407      21
   25     413      20
   25     434       7
   25     468      16
   25     483       1
   26      14      23
   26      20      12
   26      27       8
   26      47      11
   26      51      24
   26      64      15
   26     111      21
   26     124      25
   26     125      15
   26     132      17
   26     154       2
   26     159      16
   26     168      14
   26     170       1
   26     200       5
   26     238      13
   26     266       8
   26     267      21
   26     270      15
   26     290      20
   26     303      20
   26     312      17
   26     329       9
   26     330       2
   26     334       7
   26     339      15
   26     372      21
   26     415       4
   26     440       9
   26     452       7
   26     453       6
   26     496      25
   27       2      20
   27       8      12
   27      29       3
   27      48      12
   27      72      10
   27     105       4
   27     124       3
   27     143      11
   27     190       7
   27     206      25
   27     216       5
   27     218       9
   27     260       5
   27     290      19
   27     295      23
   27     301       2
   27     307      21
   27     309       9
   27     372       5
   27     391       5
   27     422       7
   27     469      25
   27     484       7
   27     496      21
   28      20       8
   28      41      18
   28      54       8
   28      69      11
   28      78      19
   28      95      23
   28     111      10
   28     119       4
   28     121       1
   28     134      14
   28     139      14
   28     197      23
   28     209       1
   28     223       6
   28     224       3
   28     225       8
   28     228       3
   28     281      12
   28     300      15
   28     306      13
   28     331      25
   28     332       1
   28     347       6
   28     351       5
   28     362      15
   28     392      14
   28     395      16
   28     396       1
   28     411      15
   28     441      22
   28     455      18
   28     473      24
   28     483      17
   28     491       9
   29       2      12
   29      39      11
   29      73      12
   29     131      15
   29     147      12
   29     162      22
   29     177       6
   29     179      23
   29     183      15
   29     188       9
   29     216       8
   29     220      17
   29     227       6
   29     234      24
   29     246       1
   29     248      15
   29     304       9
   29     329       4
   29     330       8
   29     335      19
   29     338       1
   29     339      25
   29     355       2
   29     365      15
   29     377       3
   29     398       1
   29     401      18
   29     408      20
   29     430      24
   29     451       4
   29     457      20
   29     487       4
   30      43      14
   30      55       5
   30      72      17
   30      73      23
   30      88       7
   30      99      18
   30     198      13
   30     231      14
   30     247      21
   30     260      24
   30     281      23
   30     287       9
   30     298      16
   30     303       6
   30     304       5
   30     379       8
   30     381      21
   30     401      12
   30     413      19
   30     417       1
   30     464       3
   30     469       6
   30     495      11
   31       9       8
   31      23      24
   31      32       1
   31      34       6
   31      45       8
   31      53       7
   31      81       9
   31      87       2
   31      99      10
   31     110       8
   31     125      22
   31     131      20
   31     177       5
   31     188       3
   31     210      22
   31     255      21
   31     278       1
   31     308      14
   31     342      17
   31     398       6
   31     426      19
   31     429       1
   31     455      13
   31     464       7
   31     466      12
   31     471      20
   31     478       3
   32      76      19
   32      79       4
   32     104       1
   32     130      25
   32     147      16
   32     160      10
   32     177      23
   32     182      18
   32     186       1
   32     202       1
   32     209      10
   32     214      20
   32     247      10
   32     287      18
   32     300      11
   32     305      10
   32     309      13
   32     332      18
   32     336       1
   32     341       4
   32     358      16
   32     372       1
   32     378      14
   32     380      21
   32     420      13
   32     438      21
   32     445      15
   32     467      10
   32     473      17
   32     485      12
   32     488      22
   33      15      21
   33      16      12
   33      35      22
   33      36       8
   33      55      21
   33      81      16
   33      84      24
   33      96      21
   33     110      22
   33     120      11
   33     130       2
   33     142      11
   33     148      17
   33     162      13
   33     200       7
   33     201       8
   33     232       5
   33     258      13
   33     282      13
   33     300       6
   33     336      19
   33     338      15
   33     345       2
   33     368      22
   33     401      14
   33     409      13
   33     418      24
   33     422      21
   33     429       6
   33     453       7
   33     479      12
   33     497      20
   34      11      10
   34      12      20
   34      22      21
   34      35       7
   34      89       8
   34     105      10
   34     107      14
   34     166       5
   34     173       1
   34     180      18
   34     192       3
   34     193       6
   34     223       5
   34     225       5
   34     235      24
   34     255       5
   34     261      15
   34     268      18
   34     270      25
   34     273      16
   34     276      15
   34     294       3
   34     319      25
   34     323       8
   34     371       3
   34     374       2
   34     391       9
   34     395      13
   34     403      22
   34     419      10
   34     420      13
   34     434      22
   34     439      17
   34     442       8
   34     450      10
   34     459      12
   34     469      25
   34     474      23
   34     480       8
   34     486      20
   35      15      12
   35      54      20
   35      62      23
   35      71      15
   35      85      17
   35      89       7
   35      91      24
   35      96       2
   35     133      14
   35     165      13
   35     173       3
   35     189      19
   35     194      13
   35     199       6
   35     212       1
   35     230      14
   35     234      14
   35     263       1
   35     280       8
   35     295       6
   35     301       2
   35     308      10
   35     313       3
   35     317      16
   35     318      15
   35     350      17
   35     354      11
   35     365      23
   35     395      24
   35     396       3
   35     436      11
   35     466       7
   35     472       7
   36      61      15
   36     103       6
   36     118      13
   36     143       3
   36     176       8
   36     192      10
   36     236      10
   36     266      24
   36     283       4
   36     290      16
   36     300       7
   36     319      12
   36     333       5
   36     356      23
   36     359      19
   36     370       4
   36     383       7
   36     428      23
   36     433       9
   36     438       9
   36     454       9
   36     467      12
   37      11      21
   37      51       1
   37      61      16
   37      70       8
   37      84       8
   37     108       9
   37     145       3
   37     181      11
   37     192       5
   37     215      19
   37     257      17
   37     282       7
   37     325      25
   37     326      15
   37     339       7
   37     347       7
   37     356       5
   37     369      19
   37     391       3
   37     404      21
   37     417      12
   37     419      19
   37     425      16
   37     438       1
   37     441      15
   37     456      23
   38      12      11
   38      13       2
   38      18      24
   38      41      12
   38      71      20
   38      85       9
   38     123      21
   38     126      15
   38     184      21
   38     204       8
   38     216      10
   38     225      14
   38     249      22
   38     265      12
   38     300      22
   38     352       2
   38     361      11
   38     379       4
   38     382       5
   38     383       8
   38     425      11
   38     445      14
   38     447      20
   38     467       6
   38     483      24
   38     488      21
   39       9      14
   39      16      17
   39      21       5
   39      22       1
   39      32      16
   39      38      17
   39      45      22
   39      71      25
   39      75      24
   39      76      18
   39      78       9
   39      81       7
   39      96      14
   39     178      23
   39     190      24
   39     247       3
   39     254       5
   39     263      16
   39     275      24
   39     279       3
   39     281       8
   39     293       7
   39     313      20
   39     338       8
   39     370      22
   39     372      22
   39     401      24
   39     430       6
   39     471       3
   39     476      25
   39     478      13
   39     496      22
   40       3      17
   40      22      17
   40      33       2
   40      35       5
   40      41       9
   40     110      16
   40     114       9
   40     116       5
   40     119       3
   40     151      12
   40     152       4
   40     153      25
   40     201      24
   40     211      13
   40     223      11
   40     242       9
   40     272      20
   40     285      12
   40     293      18
   40     316      19
   40     320      24
   40     324      13
   40     340      15
   40     372      12
   40     373       6
   40     388       1
   40     409      20
   40     424      13
   40     461      22
   40     470      16
   40     487      20
   40     494      14
   40     500       9
   41      12       2
   41      23      22
   41      45       1
   41      72      10
   41      74      21
   41      95      13
   41     130      13
   41     132      16
   41     159      22
   41     194      25
   41     204      24
   41     224       4
   41     256       1
   41     262      24
   41     272      10
   41     293       4
   41     329      21
   41     342       1
   41     348      15
   41     355      17
   41     375      10
   41     398      13
   41     421      10
   41     444       7
   41     452       5
   41     468      25
   41     480      14
   41     493      10
   42      36       1
   42      43      18
   42      63      17
   42      97       6
   42     102      16
   42     110       4
   42     114       2
   42     147      19
   42     148       3
   42     162      18
   42     175      15
   42     237      10
   42     260      14
   42     266       9
   42     267      23
   42     271      16
   42     308      17
   42     321      15
   42     328       4
   42     359      10
   42     363      17
   42     371       7
   42     373      21
   42     383       8
   42     404      10
   42     457      10
   42     460      16
   42     483      10
   42     485      21
   43      11      17
   43      50      17
   43      54      13
   43      81       7
   43     105      14
   43     125      21
   43     136      11
   43     154      13
   43     159      12
   43     161      25
   43     163       9
   43     183      14
   43     192       1
   43     204       6
   43     217      21
   43     218       9
   43     229      25
   43     241      23
   43     242      21
   43     247      18
   43     303      12
   43     320      19
   43     355       4
   43     357      25
   43     358      16
   43     376      24
   43     380      22
   43     384      17
   43     385      15
   43     405      15
   43     414      16
   43     463      21
   43     471      10
   43     481       2
   43     490      16
   43     494      22
   44      10      11
   44      18       1
   44      29      11
   44      38      14
   44      69      13
   44      70       1
   44      74       3
   44     100      13
   44     110      15
   44     137       7
   44     151      17
   44     174      15
   44     186      20
   44     194      17
   44     198      23
   44     207       7
   44     232      20
   44     237      24
   44     240      11
   44     257      22
   44     310      25
   44     321      19
   44     329      19
   44     383      16
   44     408      13
   44     420       2
   44     434      23
   44     457      10
   44     487      22
   44     496      17
   45      39       9
   45      68      13
   45      69      22
   45      73       4
   45      76      20
   45     102      17
   45     108      10
   45     135      23
   45     155      24
   45     168      18
   45     189      12
   45     190       4
   45     200      23
   45     209      25
   45     212      11
   45     215       6
   45     225       2
   45     227      12
   45     243      21
   45     311      10
   45     323      25
   45     360       2
   45     383      23
   45     384      12
   45     385      17
   45     390       7
   45     404      15
   45     414      25
   45     415      20
   45     488      24
   46      17       9
   46      33      18
   46      50      14
   46      60      24
   46      76       3
   46      77       5
   46      84      11
   46     133      20
   46     167      10
   46     171      16
   46     201       3
   46     202      18
   46     217      25
   46     259       4
   46     274      23
   46     292      23
   46     310      16
   46     335       9
   46     349       8
   46     406      15
   46     422       8
   46     427       8
   46     453      21
   46     470       6
   46     472       4
   46     477       7
   47      10      15
   47      26      10
   47      44      24
   47      52       1
   47      85       8
   47     126      16
   47     131      13
   47     140      19
   47     161      18
   47     171      10
   47     194      25
   47     204      15
   47     214       1
   47     217      14
   47     218       2
   47     259      20
   47     280      20
   47     330      10
   47     361      15
   47     400      14
   47     439      19
   47     494       4
   47     498      17
   48      25      21
   48      70       8
   48     105      23
   48     106      14
   48     111      15
   48     130       5
   48     172      21
   48     177      20
   48     183      13
   48     192       4
   48     201      15
   48     204       7
   48     208      17
   48     219      24
   48     221      21
   48     238       3
   48     280      17
   48     296      17
   48     298      17
   48     299       7
   48     323       8
   48     330      15
   48     339       1
   48     355      20
   48     362       2
   48     381      19
   48     435       8
   48     447      12
   48     457       7
   48     498      24
   49      26      23
   49      32       1
   49      53      21
   49      55       7
   49      60       1
   49      85       3
   49      89      25
   49      96       4
   49     105      10
   49     126       8
   49     149       4
   49     170      14
   49     172       5
   49     212       6
   49     227      18
   49     235      24
   49     242      23
   49     257       5
   49     278       9
   49     292      20
   49     303       1
   49     304       2
   49     333       7
   49     336      23
   49     342       4
   49     390      17
   49     391      15
   49     410      20
   49     412      20
   49     414       3
   49     419      23
   49     436       6
   49     438      19
   49     444       2
   49     466       6
   49     482      21
   50      11      13
   50      58      21
   50      87      16
   50      90      22
   50     113      14
   50     150      14
   50     157      18
   50     158      12
   50     167      13
   50     174      14
   50     249       6
   50     255      18
   50     291       4
   50     294      20
   50     301       8
   50     310       8
   50     319      24
   50     322      23
   50     371      14
   50     396       9
   50     404      12
   50     410       5
   50     419       4
   50     489       8
   51      11      23
   51      35      11
   51      39       7
   51      48      17
   51      80      12
   51      87       1
   51      91       9
   51     110      10
   51     123      17
   51     151      20
   51     158       5
   51     165      24
   51     216       2
   51     227      15
   51     249      18
   51     261      13
   51     262       2
   51     287      16
   51     303      22
   51     326       7
   51     357      12
   51     359      11
   51     388      19
   51     440       3
   51     462      10
   51     470       2
   51     475       3
   51     491       3
   51     493      24
   52       7      21
   52       9      19
   52      15      16
   52      45      15
   52      46      23
   52      93      18
   52     105      13
   52     135      18
   52     144      25
   52     146      24
   52     169       8
   52     173      17
   52     204      23
   52     223      17
   52     229       2
   52     268      20
   52     282      12
   52     310       6
   52     311      14
   52     345       4
   52     367       4
   52     372      16
   52     376      20
   52     382       7
   52     402      24
   52     418      15
   52     424      15
   52     460      13
   52     463      11
   52     465      19
   52     470       6
   52     491      13
   53       5       8
   53      27      25
   53      82      23
   53     107       7
   53     112       8
   53     114      14
   53     115      19
   53     117      16
   53     128       4
   53     165      13
   53     176      23
   53     181      19
   53     192      11
   53     221       7
   53     261       1
   53     263      18
   53     265      19
   53     267       9
   53     274       4
   53     281      12
   53     285      18
   53     293      18
   53     294      10
   53     299      14
   53     359      14
   53     360      24
   53     364      13
   53     365       9
   53     375      24
   53     384       4
   53     389      11
   53     395      19
   53     418      12
   53     428       2
   53     442      21
   54      17      25
   54      20       5
   54      46      13
   54      96       8
   54     111       9
   54     119      11
   54     156       5
   54     172      13
   54     206      23
   54     214      24
   54     222      15
   54     239      14
   54     241      24
   54     300      11
   54     311       2
   54     313       5
   54     340      24
   54     365      15
   54     366       8
   54     368      23
   54     400      24
   54     421      19
   54     445       7
   54     452      22
   54     460      15
   54     461      13
   54     466       4
   54     494       1
   55       9      15
   55      12       5
   55      60      11
   55      61      19
   55      66       4
   55      76      14
   55      80      11
   55      96      21
   55      97       3
   55     127      16
   55     133      14
   55     150      24
   55     154      17
   55     182      12
   55     190      11
   55     210      12
   55     226      22
   55     249      11
   55     273      14
   55     276      23
   55     284       1
   55     319      10
   55     329      20
   55     339      21
   55     356       1
   55     362      25
   55     385      15
   55     390      16
   55     434      10
   55     450      22
   55     451      19
   55     456      20
   56       4       2
   56      29       1
   56      37       6
   56      54      14
   56      64       1
   56      68      19
   56     105      24
   56     121      20
   56     126      23
   56     131      13
   56     142       9
   56     169      19
   56     180       3
   56     232      23
   56     251      15
   56     276      24
   56     282      19
   56     329       7
   56     331      12
   56     365       6
   56     371      19
   56     372       9
   56     378      10
   56     406      13
   56     421      25
   56     423      12
   56     446      17
   56     452      15
   56     457      10
   56     480      10
   56     496      24
   57      51       9
   57      76      11
   57      90      16
   57      99       4
   57     106       3
   57     120       2
   57     135      12
   57     169      13
   57     177      16
   57     189      15
   57     231      10
   57     236      14
   57     242      16
   57     254      12
   57     264      22
   57     277       9
   57     326      25
   57     347      19
   57     389      15
   57     394       4
   57     414      19
   57     445       1
   57     455      17
   57     478       1
   58      15      14
   58      18       3
   58      20      22
   58      68      12
   58     103      15
   58     105      11
   58     116       4
   58     152      11
   58     153      16
   58     179      18
   58     182       9
   58     239      19
   58     242       8
   58     247      10
   58     275       2
   58     284      21
   58     289       3
   58     291       2
   58     315      20
   58     321       2
   58     338       4
   58     342       3
   58     363      13
   58     372      23
   58     377       3
   58     381      14
   58     386       6
   58     400       5
   58     401      20
   58     416       6
   58     434       7
   58     442       2
   58     450      17
   58     464      12
   59      18      16
   59      26       8
   59      47       3
   59      56       7
   59      73       8
   59      81       4
   59      85      10
   59      96      14
   59     160      23
   59     177       9
   59     191      19
   59     206      25
   59     225      11
   59     238       7
   59     244      11
   59     257      22
   59     272      18
   59     290      20
   59     297      20
   59     304       1
   59     319       9
   59     341      24
   59     345      10
   59     357      10
   59     375       6
   59     391      12
   59     430      15
   59     473      13
   59     475       9
   59     476      12
   59     481       3
   60       2      20
   60       6      16
   60       9      21
   60      42       1
   60      51      12
   60     141      24
   60     155       6
   60     189      23
   60     212      24
   60     214      22
   60     233      19
   60     240      15
   60     252      10
   60     347       8
   60     374      18
   60     384      12
   60     389       3
   60     402       4
   60     422      20
   60     451       8
   60     464      20
   60     470      16
   61       8      14
   61      24       5
   61      29       7
   61      34      20
   61      36       6
   61      38      10
   61      92       2
   61     107      11
   61     117       3
   61     118      12
   61     129      21
   61     163      18
   61     167      13
   61     172       8
   61     191      17
   61     198      12
   61     213      15
   61     247      10
   61     251      10
   61     289      21
   61     291      22
   61     321       7
   61     327       8
   61     344      19
   61     406       9
   61     415      11
   61     432       2
   61     434       9
   61     456       8
   61     499      24
   62       2      14
   62      12      17
   62      18      11
   62      28      21
   62      35      15
   62      41      16
   62      45       1
   62      50       6
   62      57       5
   62      67      14
   62     107      12
   62     124      18
   62     146      11
   62     168       6
   62     209      25
   62     230       5
   62     231      11
   62     253      11
   62     265       4
   62     282      18
   62     320      15
   62     352      15
   62     366       5
   62     369       6
   62     380       3
   62     390       2
   62     417       5
   62     424      23
   62     432      25
   62     436      11
   62     437      23
   62     441      20
   63      26      13
   63      40       6
   63      54      11
   63      55       4
   63      60      17
   63      82      14
   63      87      25
   63     101      23
   63     151      12
   63     172      15
   63     197      15
   63     205       8
   63     241       8
   63     246       4
   63     281      12
   63     301      20
   63     312      11
   63     325      22
   63     340      16
   63     345      13
   63     364       3
   63     389       7
   63     390       1
   63     391      14
   63     433       6
   63     439      18
   63     448      16
   63     452       8
   63     460       3
   63     462      15
   63     463       9
   63     488      15
   64      19       2
   64      31       1
   64      36      23
   64     103       5
   64     132      23
   64     133       3
   64     139      11
   64     160       2
   64     199      16
   64     218       2
   64     231       6
   64     237      18
   64     257       3
   64     302      12
   64     304      13
   64     318      16
   64     329      13
   64     352      17
   64     365      23
   64     379      25
   64     419      18
   64     452      14
   64     475      11
   64     481      19
   64     497      22
   65       3      18
   65      68       4
   65      83      15
   65     122      18
   65     129       2
   65     151       3
   65     180      21
   65     190      19
   65     214       1
   65     219       7
