10000   100000
   41    5965      11
   41    7237      11
   41    8365      21
   41    8594      13
   41    8829      16
   42     541      15
   42    1226      22
   42    1312      25
   42    3656      21
   42    4407       8
   42    5015       3
   42    7414      14
   42    8938       5
   42    9207       6
   42    9255       5
   43     863      11
   43    1333      13
   43    1417       1
   43    2692      17
   43    3478      14
   43    3685      10
   43    4124      14
   43    5535       8
   43    6716       2
   43    7399       3
   43    8131      10
   43    8266      11
   43    8446      17
   43    9534      10
   43    9755      16
   44    1508      11
   44    1536       6
   44    1974       3
   44    2047       8
   44    3138      17
   44    4112      25
   44    4512      21
   44    6038      11
   45    2707      17
   45    3121      18
   45    3862       6
   45    4020      18
   45    4047       6
   45    4372      23
   45    5273      11
   45    6496      17
   45    8803       7
   45    9214      20
   46    4562       1
   46    5184      15
   46    6653       8
   46    7245      18
   46    7773       6
   46    7887       9
   46    8751      15
   46    9706      21
   47    1042      18
   47    2537      19
   47    3081      21
   47    3229      16
   47    3467       7
   47    4868      25
   47    5065      23
   47    5156       1
   47    7158      20
   47    7811      22
   47    7877      21
   47    9055      23
   47    9471      15
   48    2685      13
   48    3935       7
   48    4719       9
   48    4920       4
   48    7168      20
   48    7813      11
   48    8106       1
   48    8304      10
   49    3022      15
   49    3392       2
   49    3897      22
   49    3925      21
   49    5142       1
   49    6816       2
   49    6842      22
   49    7189      21
   49    9153       9
   50     655      20
   50     830       6
   50    1242      13
   50    1347      23
   50    1473      16
   50    1657      10
   50    1727      21
   50    2848      15
   50    2914      11
   50    3218       8
   50    3429      21
   50    4501       9
   50    5372      19
   50    5962      17
   50    6234      25
   50    6721      13
   50    8400       3
   50    8638       8
   50    9400       3
   51     122       8
   51     821      18
   51    2449      23
   51    2730       1
   51    4025       9
   51    8448      16
   51    8891      23
   52     413       3
   52    3017      22
   52    3194      20
   52    6428      24
   52    7126      25
   52    8203       1
   52    8446      11
   52    8769      10
   52    9602       4
   53    1162      23
   53    2352      15
   53    3768       8
   53    3867       8
   53    5053       9
   53    5124      21
   53    6127      25
   53    7628      12
   53    8527      24
   53    8668       9
   53    8936      25
   53    9203      23
   53    9861       3
   54       3      17
   54     524      10
   54     736       7
   54    1264       6
   54    1573      12
   54    2050       3
   54    2853       3
   54    3615      13
   54    3810       6
   54    4603      24
   54    4893      10
   54    5879      24
   54    8827       6
   54    9152      16
   55     306       4
   55     743       5
   55     806      25
   55    3097       6
   55    3885      24
   55    4099      21
   55    5322       8
   55    5826       8
   55    6490       4
   55    6816       6
   55    7498      23
   55    8935       7
   55    8988      14
   55    9267       1
   56    1196       1
   56    1473       3
   56    1527      12
   56    5042      22
   56    5322      22
   56    5863      12
   56    6267      13
   56    6701      24
   56    6945      14
   56    7222      19
   56    7250      24
   56    8804      23
   56    9017       5
   56    9565      21
   57    1085       1
   57    3394      24
   57    4603       5
   57    4728       4
   57    5120       2
   57    5410      22
   57    6003      24
   57    7185      23
   57    7711      17
   58    1458      18
   58    3240       7
   58    3880       7
   58    4720       4
   58    6848      13
   58    8012      19
   59     676      23
   59     866      13
   59    1695       3
   59    3767       4
   59    7598      16
   59    8668      19
   60    1961      23
   60    2433      13
   60    5111      10
   60    5398       1
   60    5636       6
   60    6520      23
   60    6751       4
   60    7076      20
   60    8317      21
   60    9125      23
   60    9379       8
   60    9483      11
   60    9539       3
   61      54      17
   61     672      12
   61    1323      23
   61    2852       4
   61    4508      13
   61    5349       3
   61    6297      19
   61    6985       5
   61    7811      13
   61    8564      16
   61    9871       5
   62     737       6
   62    2908      13
   62    3881      20
   62    4008      15
   62    4561       5
   62    5348      10
   62    5569      17
   62    5751      20
   62    7927       1
   62    8487      13
   62    8628      19
   63     854       9
   63    1842      20
   63    3143      24
   63    3314      16
   63    4523      13
   63    8735       1
   63    9299      20
   64    1050      22
   64    1685       8
   64    2881      22
   64    6025      14
   64    6250      20
   64    8813       3
   64    9032      18
   64    9598      13
   65      82      10
   65    1070      16
   65    4037      13
   65    4485      15
   65    6105      10
   65    6200      20
   65    6567       8
   65    6645      19
   65    8881      21
   66    1531       8
   66    1628       5
   66    2084      13
   66    2292       6
   66    2937      25
   66    3054       8
   66    5092      20
   66    5220       8
   66    8669      14
   66    8675       8
   67    2122      23
   67    2875       6
   67    2899      24
   67    4835      20
   67    5084      22
   67    9307      23
   67    9782      13
   68     790      24
   68    2729      24
   68    2829      22
   68    3081      14
   68    3366       6
   68    4504      13
   68    4862      17
   68    5284      12
   68    5806      17
   68    5948      25
   68    7950      25
   68    7953      22
   68    8650      23
   68    9611      25
   69     519      23
   69    1072       2
   69    1131      14
   69    3671      17
   69    4163       4
   69    4848       7
   69    5331       8
   69    6794      10
   69    6853       2
   69    7009      16
   69    7011      25
   69    8510      19
   69    9257       4
   70      18      20
   70    1094       9
   70    1348      17
   70    1852      20
   70    2244      14
   70    3631       4
   70    4610      19
   70    6025      18
   70    6617      11
   70    8066      15
   70    8690       8
   70    9752       1
   71     918      18
   71    1918      11
   71    2517       5
   71    5176       2
   71    7469       7
   71    7796      17
   71    8631      14
   71    8944      18
   71    9144       3
   72     900      14
   72    1933      21
   72    2144      12
   72    6671      13
   72    7093      11
   72    9255       2
   73     427       7
   73     972      18
   73    1259      19
   73    3058       2
   73    5928       3
   73    6053      13
   73    6917      17
   73    7020      23
   73    9233       7
   73    9412      23
   74     791      25
   74    1347      14
   74    4122      18
   74    4451      15
   74    5913       8
   74    8303       2
   74    8312      15
   74    8317      21
   74    8551      19
   75      55       4
   75    2313       8
   75    4909       1
   75    5440      20
   75    5736      10
   75    5892       3
   75    8179      24
   75    8341      19
   75    8935       5
   75    9777      13
   76     560      12
   76     653       2
   76    1489      19
   76    1507      18
   76    3054       3
   76    7048      24
   76    7129      14
   76    7273      15
   76    7737       5
   77    1892       3
   77    1943      10
   77    4362      22
   77    5125      11
   77    7083      19
   77    8194       2
   77    8753      23
   77    8811      15
   77    8934      24
   77    9813      24
   77    9874       2
   78     180       9
   78    1076      15
   78    3188      14
   78    3995      19
   78    8055       1
   78    9132      14
   79     508      22
   79    1881      20
   79    1959      14
   79    1968       5
   79    2936       7
   79    3418      14
   79    4001      22
   79    4053      17
   79    4600      25
   79    5864      10
   79    6413      24
   79    6783      18
   79    8312      11
   79    9032      15
   80    1021       6
   80    2074       9
   80    2079      25
   80    3110       4
   80    8101      25
   80    9128      17
   80    9224      22
   81    1016      23
   81    1227       6
   81    1374      21
   81    2567       4
   81    2569      14
   81    2846      14
   81    3172       2
   81    3429      18
   81    3879      15
   81    4092      13
   81    7879      22
   81    8020      11
   81    8101       7
   81    8653       4
   82     254       9
   82     930      14
   82    1212       3
   82    1327      14
   82    4192       2
   82    5289      19
   82    6013      17
   82    7032      13
   82    9554      24
   83    2839       8
   83    2847      15
   83    3130       9
   83    3611      10
   83    3807       3
   83    3886       5
   83    3990      23
   83    4367       9
   83    4953      19
   83    6049      13
   83    6215       3
   83    6586       1
   83    9210      12
   84      21       9
   84     219      12
   84    1633      21
   84    2106       5
   84    5946      15
   84    6783      10
   84    9286      23
   85    1340      22
   85    1962      24
   85    2328      11
   85    2459      21
   85    2616      14
   85    2748      18
   85    3802      15
   85    4490       4
   85    5625      25
   85    5860       6
   85    6617       1
   85    7222       9
   85    8329      13
   85    8355       8
   85    8688      12
   86     566      23
   86    2333      16
   86    2719      17
   86    3097      17
   86    4127       3
   86    5686      19
   86    7657      10
   86    9932      21
   87     655      25
   87    1438       7
   87    3148      11
   87    3333       7
   87    3757       9
   87    5507       4
   87    7139       4
   87    8634       7
   88     757      18
   88    1856      19
   88    2479       4
   88    3167      25
   88    3339      14
   88    5060      11
   88    6261      20
   88    6462      11
   88    7200       6
   88    8363       2
   88    9936      20
   89     307      11
   89     453      25
   89    1052      24
   89    1244      23
   89    3268       5
   89    3297      15
   89    3858      16
   89    6131      13
   89    6543      20
   89    6747      11
   89    6900      15
   89    7332      16
   89    8110       7
   89    8706       5
   90     283       2
   90    1267      13
   90    4720       7
   90    5057       3
   90    6020      14
   90    7856      20
   90    8721       6
   90    9526      25
   91     982      11
   91    1660       2
   91    1691      15
   91    4319      15
   91    4454      20
   91    6576       9
   91    6605      25
   91    7793      20
   91    8534       8
   91    8632      25
   92    1569       1
   92    3118      19
   92    5136       5
   92    5220      14
   92    6333      12
   92    6469       5
   92    6840      17
   92    7302       4
   92    7364       6
   92    7458       6
   92    8014      15
   92    9721      20
   93     920      19
   93    1118       5
   93    2089      24
   93    2276      12
   93    3112      10
   93    3390       6
   93    4285      12
   93    6378      20
   93    6422      23
   93    9273       7
   93    9932       7
   94     824       7
   94     962      22
   94    1604       2
   94    7373      23
   94    8001       7
   94    8013       7
   94    8275      11
   94    8601      11
   95     504      16
   95     631       1
   95    3084       2
   95    3523       4
   95    4060       6
   95    4109       8
   95    5286       5
   95    6895      16
   95    9578       2
   96     452       8
   96    2763      16
   96    3021       1
   96    3045       3
   96    3519      11
   96    4152      23
   96    8107      11
   96    8257      11
   96    8490      22
   96    9661      25
   96    9891      24
   97    1298       7
   97    1557       2
   97    2353       9
   97    2462      11
   97    5037      16
   97    5545      17
   97    6170      21
   97    7809      18
   97    8373      10
   98     237      20
   98    1297      19
   98    1637      14
   98    2869      23
   98    5824      13
   98    6588       1
   98    6767       9
   98    7019       9
   98    7563       7
   98    8553       8
   98    8687       9
   98    9363      16
   98    9368      12
   98    9948      12
   99     437      18
   99    1031      13
   99    2035      15
   99    2496      19
   99    3676       7
   99    4099      24
   99    4277       4
   99    5192       6
   99    5211      12
   99    5504      20
   99    5530       4
   99    7810       7
   99    8370       1
   99    8842      20
   99    9550       1
  100    1288      23
  100    2958       7
  100    3319       1
  100    4009       6
  100    4109      11
  100    5021      19
  100    5964      23
  100    6331       5
  100    6473      16
  100    8308      13
  100    8843      23
  100    8958      14
  100    9935      16
  101      11      13
  101      93      18
  101     164      20
  101     762      14
  101     906       9
  101    1667      11
  101    1695      14
  101    2574       7
  101    4146       6
  101    7061      15
  101    7215       8
  101    7362       6
  101    8714      11
  102     510      19
  102     559      19
  102     647      16
  102    1329      16
  102    2957      19
  102    3591      18
  102    4409      17
  102    5061       1
  102    5407      25
  102    5789       7
  102    7915       4
  103      29       7
  103    4432       3
  103    6781       5
  103    7667      16
  103    8511      11
  103    8783       6
  104      35      18
  104     178       7
  104     945       4
  104    1087      21
  104    1311       6
  104    2537      20
  104    2617       8
  104    6260      12
  104    7574      12
  104    7578      16
  104    7680      16
  104    7705      18
  104    9577      19
  104    9697      25
  104    9782       5
  105    3562      25
  105    4826      22
  105    5742      18
  105    6732       2
  105    7119      16
  105    7270      20
  105    7700      17
  105    7922      11
  105    8727      19
  105    8893      11
  105    9560      17
  105    9751      18
  106     188      20
  106    1253      11
  106    1863      16
  106    1950      15
  106    1986      16
  106    2341      21
  106    4057      13
  106    4253       5
  106    4311       6
  106    5762      16
  106    8728      16
  106    9093      17
  106    9744       4
  107    4802      14
  107    5604      20
  107    5677      16
  107    7168      11
  107    7250      18
  107    7286      11
  107    8810       9
  107    9361      20
  108     835      21
  108    1295      22
  108    2085       8
  108    2254      19
  108    2862      17
  108    4090       9
  108    4289      21
  108    4973       7
  108    5812      15
  108    6412      11
  108    9232      19
  108    9619       2
  108    9916      20
  109    1954      10
  109    2484      18
  109    2491      23
  109    2713       9
  109    5307       3
  109    6026      19
  109    6114      10
  109    7238      13
  109    7877      15
  109    8368      20
  109    8786      10
  109    8990      24
  110     690      12
  110     929       4
  110    2146      18
  110    6644      11
  110    7394       7
  110    7949       4
  110    8107      22
  110    8517       6
  110    9453       2
  111     334       8
  111     760       7
  111     776      19
  111    1496       8
  111    1628      10
  111    1945      19
  111    2086      24
  111    3865      21
  111    6347      23
  111    6360      16
  111    6374      16
  111    7140       8
  111    7903      19
  111    8853       5
  111    9134       4
  111    9324       8
  111    9919      17
  112      82      19
  112     145      19
  112    1788      25
  112    2488      25
  112    3935       4
  112    4064      10
  112    5335       4
  112    6033      10
  112    9664       9
  113     884       5
  113    1219      11
  113    2279       7
  113    2655      24
  113    3600      21
  113    5840       3
  113    6776      20
  113    6896       4
  113    7475       4
  113    9282       7
  114     167       5
  114     359      16
  114     392       3
  114    1128      15
  114    1576       1
  114    2094       6
  114    3126      21
  114    3808       6
  114    4653       4
  114    4684       8
  114    4859       3
  114    5609      25
  114    6794      17
  114    7500       9
  114    8213      10
  114    9603      23
  115     633      21
  115    1716      24
  115    3053      20
  115    3290      21
  115    3407       3
  115    4604       2
  115    5931      22
  115    6729       2
  116    1051       1
  116    2531       5
  116    3252       8
  116    4028      17
  116    4293      15
  116    4660      24
  116    4838      23
  116    6026      20
  116    7823      18
  116    9455       9
  117     579      20
  117     886      25
  117    2812      22
  117    3793      22
  117    3911      15
  117    4310       3
  117    4397       9
  117    4619       1
  117    5042      13
  117    5374       6
  117    5390      25
  117    6559       4
  117    8239      19
  117    8965      14
  117    9484       6
  118     484       9
  118     828       6
  118    2493      16
  118    4448       5
  118    4603       6
  118    5995      25
  118    7263      13
  118    8098      25
  118    9430       4
  119    1470      22
  119    1779       9
  119    1978       3
  119    3627      23
  119    3634      16
  119    4756      20
  119    5308       1
  119    6537      15
  119    7980      13
  119    8232      18
  119    8486       3
  119    9670      25
  120     597      17
  120     985       6
  120    1372      14
  120    5141       2
  120    5692       1
  120    6305       2
  120    7706       4
  120    8855       4
  121     704      12
  121    1433      14
  121    1611      19
  121    7921      22
  121    8701      16
  121    8921      22
  121    9303      24
  122     226       7
  122     471      10
  122    3313      21
  122    3591       1
  122    4286       5
  122    5583      22
  122    6301      19
  122    9967      24
  123     639       3
  123    1300       7
  123    2470      23
  123    2709       5
  123    4650       9
  123    4818       1
  123    5069      18
  123    5353      24
  123    6499      15
  123    7209      15
  124     112      18
  124    1173       2
  124    1591       8
  124    2083       4
  124    2216      25
  124    3308      18
  124    3478      24
  124    5311      17
  124    5668       9
  124    6059      23
  124    6462      15
  124    6714       9
  124    6940       9
  124    6982       3
  124    9469       6
  125     514      17
  125     743      24
  125    1202      18
  125    2784       1
  125    3636       2
  125    3868      16
  125    5141      22
  125    6007      12
  125    6703      16
  125    9436      13
  126    1696      18
  126    3562      10
  126    3776       7
  126    4253      14
  126    5217       7
  126    5811      11
  126    8813       1
  126    9064      12
  126    9125      14
  126    9187       8
  127     636       8
  127     900       5
  127    1437       8
  127    1792      10
  127    1927      15
  127    4148      19
  127    4787       5
  127    4891      23
  127    7205       1
  128     101       4
  128    4112      23
  128    6341      24
  128    7641       6
  129    1216       5
  129    1444      12
  129    4564      18
  129    4707      21
  129    5938      20
  129    7634      23
  129    8624       7
  129    9067       3
  129    9082       9
  130      85      21
  130     384       2
  130     760       3
  130     893       2
  130    3371      19
  130    3799      18
  130    4993      13
  130    5265      10
  130    5532      23
  130    5816       7
  130    7174      22
  130    7569      16
  130    8321       5
  130    8644      15
  130    9112       9
  130    9449       4
  130    9542      16
  131    1828      20
  131    2048      15
  131    3609      17
  131    4618       4
  131    5740      21
  131    7455      23
  131    8056      16
  131    8930       4
  132    3376       8
  132    3749      24
  132    3930      21
  132    3951      25
  132    4859       4
  132    5611       6
  132    5619       3
  132    6154      25
  132    6322      12
  132    6530      24
  132    8121       7
  132    8486      11
  132    9029       1
  133     543       4
  133    1703      23
  133    1798      16
  133    1894      23
  133    2466      24
  133    3108      16
  133    3159       3
  133    3196       7
  133    4281      12
  133    4590       6
  133    7877      23
  133    8598      25
  133    9602      11
  134    1268      19
  134    5446      14
  134    5452      18
  134    5611       5
  134    7621       8
  134    8852       8
  134    9073       7
  134    9320      13
  135      81      11
  135    1190      12
  135    2015       3
  135    2039      24
  135    2074      19
  135    3030       9
  135    3614       9
  135    3812       8
  135    3886      13
  135    5078      15
  135    5234      13
  135    5425       8
  135    6868      13
  135    7079      13
  136     881      12
  136    2260      24
  136    3359       3
  136    3786      10
  136    3912      14
  136    4177       7
  136    5474       7
  136    8238       9
  136    8902       6
  137     143       2
  137    2261      15
  137    2774      12
  137    4276      24
  137    4591      21
  137    6318       8
  137    6567      22
  137    6769       1
  137    8730       9
  137    9330       3
  138    1778      24
  138    2411       5
  138    3559       4
  138    4231       1
  138    5330      11
  138    5971       1
  138    6421      19
  139     634      11
  139    1237      14
  139    3791      10
  139    4727      23
  139    5444      23
  139    7044      20
  139    8117       2
  139    8792       6
  140      92      23
  140     790      15
  140    3966      20
  140    4614      19
  140    5315      10
  140    6289      13
  140    6730      16
  140    7409      22
  140    7429      21
  140    8037       9
  140    8040      20
  140    8528       6
  140    8655      11
  140    8815      24
  140    8926      14
  140    9309      11
  141     208      18
  141     213      19
  141     827       4
  141    2534      18
  141    2645      25
  141    3408      14
  141    4749      13
  141    6362      12
  141    7765       6
  141    7841      23
  141    8344      15
  141    9804      15
  142    2256       6
  142    3636       4
  142    4350      23
  142    5978      12
  142    6347       5
  142    6711       6
  142    7072      15
  142    7549      18
  142    8689      22
  143     540       6
  143     574       7
  143    1822      15
  143    4672       1
  143    6578       1
  143    8054      25
  143    8450       3
  143    8689      14
  143    9951       6
  143    9978      23
  144      26      11
  144     939      11
  144    2900       4
  144    3457       6
  144    4732       6
  144    7060       6
  144    7620       9
  144    9991      21
  145    1302      12
  145    1484      18
  145    2021       2
  145    3650       4
  145    4953      25
  145    5219      22
  145    5464      14
  145    5525       8
  145    5717       1
  145    6362      11
  145    6574      17
  145    6932      18
  145    7375       3
  145    7438       5
  145    9044      15
  146    1032       8
  146    3758      15
  146    5129      24
  146    6712       3
  146    6760       5
  146    6830      11
  146    7919      10
  146    9183      17
  147    2210      22
  147    2421      11
  147    2917      11
  147    3177      12
  147    3200       4
  147    3624      22
  147    4625       1
  147    6118      13
  147    6575       5
  147    6648      16
  147    6672       5
  147    7495       7
  147    8195      12
  147    8556      10
  148    3190      24
  148    3466      16
  149     362       3
  149    1001      12
  149    1214       4
  149    2831      20
  149    3770      14
  149    4327      14
  149    4531      18
  149    7029       1
  150    1280      22
  150    2455      24
  150    2467      17
  150    2845      20
  150    3115       5
  150    4528      25
  150    4780      25
  150    6267       7
  150    6803      18
  150    6862       5
  150    8304       8
  150    9661      19
  150    9747       9
  151     128      11
  151     654      10
  151    5721      19
  151    6726       1
  151    7135      22
  151    7232       7
  151    7302       6
  151    8132      23
  152    3853       8
  152    5835      24
  152    6047      21
  152    9734       2
  153    2867       6
  153    3991      12
  153    4258       3
  153    5145      24
  153    5282       7
  153    6285       1
  153    6702       1
  153    9073      11
  153    9732      11
  154     250      22
  154     680      19
  154    1552      23
  154    2350      25
  154    6360      24
  154    8585       8
  155     423      13
  155    1948       5
  155    2249      25
  155    3113       3
  155    3203      18
  155    3459       4
  155    4662      18
  155    5304      25
  155    5646      22
  155    6422       1
  155    6671      14
  155    8045       9
  155    8829       8
  155    9662      21
  155    9740       6
  155    9955      17
  156     372      13
  156    4788      24
  156    5430      10
  156    5550       4
  156    6826      23
  156    6895      22
  156    7806       6
  157     289      15
  157     578      11
  157    2165      22
  157    3585      14
  157    3886      13
  157    5330      11
  157    5745      14
  157    7369       1
  157    8053      23
  157    8298      10
  157    8541      19
  157    9686      19
  158      88       8
  158     495      21
  158     538      15
  158    2672      21
  158    4182       7
  158    4555      25
  158    8373      20
  158    8386      18
  158    8961       6
  158    9750      23
  158    9846      24
  159      37      25
  159    2649       5
  159    2796      19
  159    7997      15
  159    8031      21
  159    8883      24
  159    9495      25
  160     570       7
  160    1103      11
  160    1567      20
  160    2764       4
  160    4490      23
  160    4835      14
  160    5783      24
  160    6579      14
  160    6761      16
  160    7731       5
  160    8334       4
  160    8346      12
  160    9517       2
  160    9800       9
  161     701      12
  161    1061      19
  161    1613      24
  161    2764       3
  161    4131       1
  161    4479      25
  161    6320       7
  161    6730      12
  161    7068       9
  161    8123       9
  161    9435      22
  162    1722       1
  162    6555       9
  162    7488      22
  162    8143      25
  162    8701      10
  162    9225      17
  163    1048      19
  163    3027      10
  163    3116      19
  163    3249      11
  163    3578       4
  163    3783       2
  163    4969       7
  163    5530      19
  163    5724      12
  163    6090       9
  163    6274      15
  163    6552      25
  163    7558       1
  163    9336      21
  164     188      12
  164     244      17
  164     413      24
  164    1534      19
  164    4148      21
  164    6256      23
  164    6327      24
  164    6822       1
  165      80      15
  165     509      15
  165     952       4
  165    1287       8
  165    3536       5
  165    6195      13
  165    7926       6
  166     432      13
  166     630      13
  166    1399      12
  166    3243      18
  166    3784       8
  166    4354      22
  166    5455      12
  166    6208       2
  166    6809      15
  166    6908      14
  166    8196      17
  166    8240      23
  167    3250      14
  167    4579       2
  167    6063       7
  167    7319      18
  167    9678       5
  167    9696      16
  168    1644      11
  168    3041      19
  168    3286      20
  168    6848      24
  168    9121       8
  168    9171       8
  168    9292       9
  169      29       7
  169    1297      14
  169    3338      23
  169    4088      20
  169    4611      12
