  100    1000
   30      75      14
   30      76      12
   30      82      18
   30      88       4
   30      95      15
   30      98      10
   31      13      22
   31      21      18
   31      25      14
   31      41      22
   31      48      17
   31      65      13
   31      66      12
   31      67      24
   31      73       2
   31      74       8
   31      82       3
   31      95      15
   31      97      12
   32      36      23
   32      40      22
   32      47      24
   32      61       5
   32      62      16
   32      80      14
   32      84      17
   32      85       6
   32      89       7
   32      91      24
   33       2      18
   33       6      23
   33       8       1
   33      10      16
   33      29      16
   33      35       9
   33      36      18
   33      39       7
   33      42      24
   33      48      13
   33      57       3
   33      67       6
   33      85      14
   33      90      14
   34      30      23
   34      38      22
   34      39      25
   34      59      22
   34      75      20
   34      83      13
   34      90      24
   35       7      24
   35       9      14
   35      14      11
   35      21      17
   35      22      15
   35      30       9
   35      37       8
   35      41       4
   35      50      10
   35      52       1
   35      54      20
   35      68      15
   35      70      10
   35      78      12
   35      83       6
   35      86       4
   35      99      20
   35     100      22
   36       2      25
   36      22       5
   36      32       6
   36      35      17
   36      52       1
   36      72      14
   36      76      14
   36      77       7
   37       3      21
   37       9       7
   37      19      23
   37      22       3
   37      23      19
   37      28      17
   37      85      23
   37      88      16
   37      96      19
   38      14      23
   38      17      25
   38      55      22
   38      62       8
   38      80       3
   38      93      17
   38      99      14
   38     100       2
   39       4      17
   39      13      18
   39      27       1
   39      29      24
   39      66      15
   39      76      16
   39      91       3
   40       8      23
   40      17      20
   40      28      22
   40      35      14
   40      54      19
   40      62      12
   40      72       2
   40      80      12
   41       9       9
   41      19      10
   41      33       6
   41      61       8
   41      72      19
   41      77       9
   41      79      24
   41      89       3
   42       3      15
   42      34      25
   42      45      25
   42      46      24
   42      59      19
   42      60      19
   42      98       2
   43      19       8
   43      47       6
   43      54      23
   43      57       5
   43      74       3
   43      80       9
   43      89       3
   44      11       1
   44      16       1
   44      17       7
   44      18       6
   44      35      19
   44      40      22
   44      49       2
   44      64      15
   44      80       8
   44      88      22
   45      49      25
   45      68       5
   45      75      15
   45      83      15
   45      87      10
   45      97       5
   46       3       5
   46       7       1
   46      26      14
   46      42      20
   46      47      15
   46      67      16
   46      80      14
   47      13      17
   47      16      12
   47      22      17
   47      28      13
   47      32      13
   47      66       2
   47      72      15
   47      78      14
   47      91       8
   47      94       1
   48       5      11
   48      12      13
   48      13       2
   48      23       5
   48      32      19
   48      38      17
   48      52      25
   48      53      14
   48      67       3
   48      68      14
   48      80       5
   48      84       1
   49       6      22
   49      30       3
   49      40      25
   49      58      20
   49      86       4
   49      94       2
   50       3      21
   50       4      18
   50       7      21
   50      11       5
   50      18      21
   50      38       8
   50      67       6
   50      94       3
   50      95       7
   51      11       4
   51      17      13
   51      25       2
   51      47       6
   51      57      23
   51      63      19
   51      82      20
   51      97       7
   51     100       1
   52      37       9
   52      38       1
   52      43       6
   52      54      18
   52      58       3
   52      69       7
   52      81       6
   52     100      21
   53      21      20
   53      24       1
   53      37      11
   53      38       5
   53      46      15
   53      68      14
   53      81      20
   53      91       5
   53      97      21
   54       8      16
   54      20       4
   54      26      25
   54      47      12
   54      48       8
   54      51      13
   54      53      20
   54      56      21
   54      66      22
   54      69       7
   54      75      22
   54      89      21
   54      96      15
   54      98       5
   55      16      23
   55      24      16
   55      28       4
   55      43      25
   55      47      11
   55      59      24
   55      63      14
   55      64      12
   55      69       6
   55      77      23
   55      80      18
   56       7      16
   56      14      21
   56      20      18
   56      37      12
   56      47      12
   56      50       9
   56      69      13
   56      94       2
   57      19      10
   57      23      23
   57      24       9
   57      26      25
   57      30       3
   57      31      17
   57      43       9
   57      64      15
   57      76       7
   57      80       7
   57      89      21
   57      91      13
   58      11       1
   58      23      23
   58      27      24
   58      47      25
   58      49      13
   58      55       6
   58      63      23
   58      65       8
   58      74       6
   58      99      25
   59      10       4
   59      28      10
   59      33       5
   59      42      12
   59      58      23
   59      68       9
   59      78       7
   59      81      10
   59      83       7
   59      97      23
   60       5      22
   60      14       3
   60      16       1
   60      20      25
   60      29      21
   60      46       9
   60      56      19
   60      63       1
   60      73       2
   60      75       8
   60      78       3
   60      85       3
   60      99      10
   61       3      12
   61      19       4
   61      25       9
   61      33       6
   61      37       4
   61      40       2
   61      48       4
   61      68       2
   61      80      21
   61      82       8
   61      84      19
   61      85       2
   61      92       6
   61     100       2
   62       5       4
   62      21       1
   62      64      24
   62      89      11
   62      98      20
   63       6      24
   63      10      17
   63      29       3
   63      33       3
   63      36      21
   63      54      15
   63      79      10
   64       4      11
   64       9       7
   64      20      19
   64      21      24
   64      33      25
   64      45       3
   64      49      18
   64      53       5
   64      76      20
   65       6       7
   65      16      21
   65      27       7
   65      32      13
   65      42       5
   65      50      24
   65      73       8
   65      83      21
   65      92      11
   65      96      12
   66      12      23
   66      15       1
   66      32      24
   66      35       9
   66      51       3
   66      57      15
   66      65      15
   66      69      14
   66      74      18
   66      87      14
   66      88      10
   67       5       8
   67      14      13
   67      23      21
   67      27      16
   67      32       5
   67      50      21
   67      57      24
   67      80       9
   68       6       8
   68      17       2
   68      25       4
   68      43      25
   68      45      19
   68      52      25
   68      65      18
   68      79      17
   68      81       6
   68      97      24
   68      98       5
   69      13       9
   69      17      11
   69      52       2
   69      63      13
   69      66       6
   69      75       5
   69      82       5
   69      90       1
   69      94      16
   70      12      23
   70      19      19
   70      27      15
   70      33      10
   70      42       6
   70      76      22
   70      78       3
   70      90      21
   70     100       9
   71       4       8
   71       7       6
   71      13      25
   71      17      15
   71      20      18
   71      37       3
   71      52      25
   71      57      16
   71      70       2
   71      85      11
   71      88      24
   72      22      15
   72      32      17
   72      35       6
   72      41       3
   72      60       2
   72      71      18
   72      82       8
   72      84       5
   72      89      18
   72      98       6
   73       6      15
   73      19      15
   73      23       8
   73      28      25
   73      29      11
   73      35       6
   73      41      25
   73      44       5
   73      60      18
   73      80      19
   73      93       8
   73      96       2
   74       5       7
   74      19       3
   74      23      22
   74      25       2
   74      61      18
   74      75       3
   74      82      17
   74      87      19
   74      97      10
   74      98       6
   74     100      23
   75      28      12
   75      31      16
   75      55      11
   75      59      22
   75      60       7
   75      65       1
   75      71       8
   75      74      21
   75      80       5
   75      81      17
   75      99       7
   76       3       4
   76       7       5
   76      13       3
   76      21      16
   76      34      11
   76      37      13
   76      41       5
   76      47      15
   76      59      19
   76      61       5
   76      71       5
   76      72       6
   76      74       9
   76      81      14
   76      84      21
   76      85       3
   76      97      10
   77       4       3
   77      20      14
   77      39      17
   77      59       9
   77      60       2
   77      83      19
   78      11       1
   78      14      20
   78      19      13
   78      22      15
   78      28      14
   78      52      11
   78      57       6
   78      58       5
   78      68      11
   78      72       4
   78      90      18
   78      96      25
   78     100      24
   79       9       8
   79      27       7
   79      28       1
   79      40       1
   79      41      21
   79      44      21
   79      47      19
   79      48      20
   79      58       5
   79      71      10
   79      75       2
   79      83       8
   80       6       5
   80       7       3
   80      11      20
   80      14       3
   80      15       1
   80      64      17
   80      68      24
   80      84      14
   80      93      13
   81       2      22
   81       4       4
   81      17      19
   81      20      22
   81      29       1
   81      32      13
   81      52      20
   81      55       8
   81      59      24
   81      72      13
   81      87      19
   82       6      21
   82      12       5
   82      51      25
   82      54       4
   82      55      23
   82      64      10
   82      74       7
   82      92      22
   82      97      13
   83       7      11
   83      15       1
   83      25      20
   83      41       6
   83      46      23
   83      60       7
   84       7       1
   84      20      13
   84      28      11
   84      34      16
   84      43      17
   84      48       9
   84      66       6
   84      72      21
   84      83      22
   84      88       8
   84      92       8
   84      93      24
   84      96       5
   85      55      10
   85      60       8
   85      66      24
   85      68      16
   85      77       1
   85      79      17
   85      80       6
   86      23      23
   86      31       1
   86      32      14
   86      34       5
   86      39      19
   86      43      18
   86      48      14
   86      58       4
   86      77      18
   86      93      11
   86      96       7
   87       7      12
   87      10      20
   87      13      23
   87      37       2
   87      48       3
   87      57       4
   87      70      18
   87      77      12
   87      85      13
   87      92      16
   87      93      24
   88       5      10
   88       8       1
   88      23       2
   88      26       7
   88      44      13
   88      53      13
   88      57      12
   88      60       2
   88      63      16
   88      64      20
   88      73      15
   88      81      24
   88      83      25
   88      91       9
   89       4       8
   89      34      16
   89      36      17
   89      37      10
   89      47      14
   89      61      19
   89      63       1
   90       4      23
   90      24       9
   90      37       8
   90      59       5
   90      89      14
   91      22      25
   91      30      11
   91      31       5
   91      35       2
   91      41      12
   91      66       3
   91      69       8
   91      70      22
   91      73       6
   91      93       4
   92       6      17
   92      49       3
   92      50      22
   92      60       7
   92      70      16
   92      71      20
   92      88       6
   92      91      14
   92      94      24
   93      13      23
   93      27       4
   93      29      17
   93      38      13
   93      42      16
   93      70      15
   93      71       1
   93      85       8
   93      91       4
   93     100      19
   94       9       9
   94      15      10
   94      23       6
   94      27      22
   94      29       6
   94      30      24
   94      69      25
   94      73      17
   94      98       8
   95       9      25
   95      10       6
   95      12       4
   95      25      16
   95      26      13
   95      37       7
   95      41       8
   95      60       8
   95      72      22
   95      78       3
   95      81      13
   95      84      14
   95      89       6
   95     100      22
   96      13       6
   96      14      22
   96      28       1
   96      43      10
   96      52       7
   96      74      19
   96      76       2
   96      89       2
   97       9      25
   97      10      19
   97      13       1
   97      17      15
   97      18      14
   97      22       9
   97      56      22
   97      58      21
   97      60      19
   97      77      21
   97      82       9
   97      88       9
   97     100      14
   98      12       8
   98      23      19
   98      29      16
   98      59      13
   98      62      10
   98      63       2
   98      69       4
   98      71      18
   98      77       2
   98      80       3
   98      92      23
   98      95      19
   99      28      24
   99      42       8
   99      43      22
   99      51       7
   99      57      16
   99      61      23
   99      72       1
   99      77       4
   99      79      17
   99      80      16
   99      82      17
   99      88      15
   99      91       1
   99      94      19
