  100    1000
   15      56      87
   15      63      18
   15      66      36
   15      75      79
   15      98      50
   15     100      89
   16      24       3
   16      34      33
   16      37      82
   16      54      62
   16      61      99
   16      69      81
   16      76      16
   16      84      16
   16      85      50
   16     100      59
   17      10       6
   17      21      34
   17      22      78
   17      27      87
   17      28      68
   17      49      23
   17      56      36
   17      62      50
   17      83      67
   17      85       3
   18      13      67
   18      49      45
   18      60       3
   18      68      54
   18      78      24
   18      93      10
   18      99      62
   19      24      25
   19      33      47
   19      47      12
   19      63      79
   19      76      85
   19      81       4
   19      89      24
   20      26      12
   20      39      85
   20      54       9
   20      66       3
   20      69      45
   20      70      71
   20      86      48
   20      92      17
   21       2      20
   21      11      76
   21      34      76
   21      39      90
   21      63      12
   21      89      63
   21      99      15
   22       2      30
   22      11      98
   22      27      99
   22      40      43
   22      56      19
   22      60      87
   22      63      45
   22      77      57
   22      80      86
   22      81      28
   22      86      60
   22      96      12
   22     100      37
   23       6      41
   23      13      59
   23      21       4
   23      46       2
   23      54      66
   23      59      74
   23      67      56
   23      96      89
   24       3      25
   24       5     100
   24       7      33
   24       8      18
   24      18      68
   24      38      28
   24      52      88
   24      82      20
   24      92      37
   25       6      94
   25      12      51
   25      14      62
   25      36      89
   25      51      17
   25      52      50
   25      56      91
   25      57      16
   25      64      20
   25      77      20
   25      92      43
   26       8      71
   26      44      16
   26      62      49
   26      72      99
   26      81      85
   27      29       8
   27      30      19
   27      32      56
   27      34      92
   27      44      69
   27      49      29
   27      53      92
   27      55      30
   27      76      31
   27      97      28
   28       2      44
   28       5      10
   28      14      80
   28      19      48
   28      21      67
   28      32      41
   28      39      51
   28      41      64
   28      43      52
   28      44      34
   28      60      54
   28      65       8
   28      73       4
   28      97      35
   29       7      25
   29       8      70
   29      13      95
   29      40      18
   29      48      51
   29      85      47
   29      98      99
   30      10      31
   30      25      63
   30      46      49
   30      48      51
   30      54      53
   30      66      48
   30      79      23
   30      89      50
   30     100      50
   31       2      50
   31      18       8
   31      26      13
   31      27      32
   31      35      29
   31      53       4
   31      68      11
   31      76      89
   31      90      14
   32      14      88
   32      18      91
   32      23      51
   32      25      18
   32      37      74
   32      38      12
   32      44      45
   32      48      93
   32      50      65
   32      54      10
   32      65      88
   32      69      34
   32      77       8
   32      81      19
   32      85      10
   32      88       9
   32      95      36
   33      13      56
   33      39      56
   33      44      91
   33      52      73
   33      55      12
   33      69      42
   33      86      17
   33      90      57
   33      94      12
   34       9      61
   34      18      70
   34      22      27
   34      30      91
   34      32      24
   34      41      54
   34      43      53
   34      46      59
   34      75      11
   34      91      39
   35       9      51
   35      21      35
   35      36      46
   35      43      96
   35      51      72
   35      59      78
   35      73      84
   35      76      38
   35      79      25
   35      82      89
   35      90      34
   35      95      36
   36      11      56
   36      12      83
   36      14      64
   36      21      44
   36      22      48
   36      24      56
   36      35      83
   36      41       5
   36      46      67
   36      53      97
   36      56      11
   36      59      32
   36      74      15
   36      78      82
   36      84      66
   36      85      48
   36     100      52
   37      21      88
   37      22      76
   37      30      19
   37      46      63
   37      70      11
   37      81      96
   38       7      69
   38      29      47
   38      35      55
   38      49      26
   38      65      21
   38      67      62
   38      70      69
   38      91      98
   38      93      15
   38      94       7
   39       4      70
   39      11      76
   39      15      72
   39      19      40
   39      20      58
   39      27      60
   39      30      79
   39      31      28
   39      51      85
   39      62      73
   40       4      43
   40      11      52
   40      22      39
   40      31      13
   40      34      71
   40      47      30
   40      54      21
   40      57      11
   40      63      94
   40      96      88
   41      14      21
   41      17      75
   41      32      38
   41      66      98
   41      69       8
   41      90      48
   41      95      66
   41     100      68
   42       2      69
   42       5      78
   42      10      74
   42      13      44
   42      27      98
   42      49      54
   42      50      26
   42      56      31
   42      62      58
   42      63      81
   42      90      24
   42      94       2
   43       4       1
   43      18      58
   43      24      44
   43      44      25
   43      55       3
   43      63      74
   43      64      79
   43      71      79
   43      76      99
   43      90      70
   43      91      18
   43      98      47
   44       3      54
   44      32      23
   44      49      69
   44      78      91
   44      91      87
   45       8      32
   45      11      79
   45      22      78
   45      43      27
   45      52      12
   45      59      74
   45      61      16
   45      63      82
   45      74      76
   45      78      89
   45      83      22
   45      87      69
   45      91      77
   46      18      97
   46      20      19
   46      21      42
   46      22      44
   46      41      56
   46      65       9
   46      67      32
   46      72      40
   46      73      27
   46      85      89
   46      93      20
   46      97      30
   47      17      50
   47      19      55
   47      23      87
   47      26       4
   47      40      36
   47      64      97
   47      99      27
   48       4      54
   48      13      90
   48      20      12
   48      25      33
   48      26      30
   48      41      44
   48      45      92
   48      56      80
   48      67      75
   48      68      80
   48      70      57
   48      71      17
   49      15      17
   49      19      60
   49      40      63
   49      53      58
   49      68      45
   49      71      79
   49      84      11
   49     100      72
   50      16      89
   50      21      27
   50      23      80
   50      31      14
   50      42       7
   50      51      76
   50      82      69
   50      87      42
   50      96      13
   50      97      90
   51       2      86
   51      12      38
   51      14      97
   51      18      54
   51      33      87
   51      34      17
   51      45      13
   51      50      98
   51      52      43
   51      64      36
   51      72      32
   51      79      91
   51      80      15
   51      95      70
   52      11      95
   52      15      83
   52      27      68
   52      31      48
   52      35      12
   52      51      35
   52      53     100
   52      70       3
   52      71      39
   52      80      26
   52      86      80
   52      93      89
   52      95      18
   52     100      20
   53      31      65
   53      41      29
   53      56      89
   53      67      12
   53      71      26
   53      93      10
   54      13      78
   54      26      75
   54      31      79
   54      33      13
   54      49      16
   54      50      69
   54      57       6
   54      64      93
   54      76      22
   54      86      87
   55      18      66
   55      24      28
   55      29      64
   55      34      85
   55      36      76
   55      38      13
   55      45      53
   55      68     100
   55      71     100
   55      75       5
   55      82      85
   55      87      80
   55      99      61
   56      18      86
   56      25      59
   56      46      54
   56      59      81
   56      97      17
   57       5      71
   57      21      45
   57      30       4
   57      36      75
   57      50       2
   57      63      22
   57      67      27
   57      70      76
   57      75      87
   57      98      21
   58       3      91
   58       6      39
   58      11     100
   58      32      94
   58      33      10
   58      39      18
   58      45      41
   58      62      43
   58      63      76
   58      68      93
   58      69      73
   58      79      63
   58      90     100
   58      95      83
   59       2       2
   59       9      36
   59      17      15
   59      24       1
   59      32      62
   59      41       7
   59      42      68
   59      49      98
   59      51      31
   59      58      28
   59      66      45
   59      67      52
   59      79      49
   59      89      66
   59      93      65
   59      95      15
   60      10      69
   60      49      62
   60      51      34
   60      76      43
   60      77      53
   60      87      21
   60      89      25
   60      96      12
   60     100      38
   61      18      96
   61      30      22
   61      45      33
   61      53      75
   61      55      87
   61      76      18
   61      81      16
   61      91      47
   62       2      36
   62       3      86
   62      22      67
   62      31       1
   62      50      22
   62      61       9
   62      70      42
   62      79       1
   62      80      40
   62      84      44
   62      89      78
   62      95      57
   62      96      16
   62      98      41
   63       5      64
   63      26      82
   63      50      74
   63      52      61
   63      55      43
   63      57      76
   63      97      20
   63      99      76
   63     100      61
   64      15       7
   64      17      79
   64      20      21
   64      25      25
   64      37      68
   64      43      99
   64      61      66
   64      66      97
   64      67      56
   64      81       8
   64      89      10
   64      96      18
   65       5      95
   65       9      71
   65      17      13
   65      67      42
   65      75      64
   65      77      30
   65      78      77
   65      90      71
   65      95      71
   66      15      81
   66      17      76
   66      21      83
   66      24      48
   66      42      48
   66      52      26
   66      89      69
   66      93      14
   66      96      32
   67      24      58
   67      29       1
   67      37       7
   67      45      58
   67      52       5
   67      62      29
   67      74      95
   67      79      49
   67      80       8
   67      89      84
   67      91       9
   67      95      44
   68       5       3
   68      16      80
   68      17      94
   68      31      65
   68      42      48
   68      45      76
   68      46      97
   68      54      75
   68      80      27
   68      93      72
   69       5      18
   69      39      34
   69      43      69
   69      49      76
   69      52      19
   69      57      12
   69      59      23
   69      61      58
   69      66      15
   69      89      48
   69      90      53
   69     100      20
   70       5      89
   70      24      42
   70      29      47
   70      42      46
   70      51      31
   70      73      76
   70      80      78
   70      92      60
   71      16      15
   71      17      69
   71      26      84
   71      34      61
   71      35      55
   71      42      55
   71      43      18
   71      56      75
   71      63      98
   71      78      40
   71      81      91
   71      82      81
   71      86       7
   71      94      62
   71     100      21
   72       4      29
   72       6      21
   72       7      17
   72      12      51
   72      16      85
   72      20       7
   72      27      64
   72      37      36
   72      38       3
   72      69      97
   72      88      46
   72      91      23
   72      92      34
   73      10      32
   73      14      71
   73      42       3
   73      48       4
   73      49      61
   73      54      83
   73      66       8
   73      69      52
   73      78     100
   73      94      60
   73     100      57
   74      11      77
   74      17       8
   74      33      53
   74      44      23
   74      54      19
   74      78      41
   74      82      28
   74     100      15
   75      10      46
   75      22      72
   75      30       6
   75      33      64
   75      42      28
   75      45      72
   75      58      13
   75      59      56
   75      60      10
   75      72      40
   75      85      72
   75      90      62
   75      92      74
   76      11      53
   76      12      45
   76      32      63
   76      35      81
   76      37      37
   76      41       8
   76      46      50
   76      51      80
   76      52      48
   76      61      47
   76      77      70
   76      92      34
   77      23       2
   77      28      14
   77      55      53
   77      57      76
   77      64      97
   77      65      70
   77      74      80
   77      78      40
   77      89      53
   77      98      36
   78       4      58
   78      19      78
   78      40      63
   78      42      25
   78      46      37
   78      57      80
   78      69      26
   78      79      38
   78      82      41
   79      36       4
   79      38      41
   79      45      91
   79      55      65
   79      56      97
   79      58      78
   79      71      37
   79      87      21
   79      88      19
   80       2      28
   80      22      91
   80      27      59
   80      47      53
   80      56      85
   80      58      54
   80      76      79
   80      86      44
   80      87      29
   81      19      90
   81      24       5
   81      74      49
   81      86      36
   81      99      32
   82       8      16
   82      18      60
   82      34      87
   82      70      91
   82      96      91
   83      10       9
   83      12       9
   83      17      86
   83      19      15
   83      22       5
   83      29      49
   83      32      26
   83      41      38
   83      46      72
   83      58      71
   83      63      35
   83      69      19
   83      92      90
   84      16      89
   84      26      17
   84      40      94
   84      57      65
   84      64      18
   84      75      77
   84      86      95
   84      92      56
   84     100      91
   85       2      25
   85      25      79
   85      53      21
   85      55      39
   85      57      12
   85      58      28
   85      62      79
   85      63      30
   85      69      65
   85      88       1
   85      91      75
   86      18      33
   86      35      58
   86      36      83
   86      41      88
   86      79      51
   86      88      17
   86      93      10
   86      95      14
   87      17      88
   87      20      68
   87      62      48
   87      72      92
   87      75      87
   87      79      17
   87      81      54
   88       6      10
   88      21      92
   88      29       3
   88      45      19
   88      55      20
   88      60      24
   88      66      18
   88      67      71
   88      80      99
   88      93      54
   89      20      73
   89      31      21
   89      38      43
   89      41      13
   89      43     100
   89      69      79
   89      70      96
   89      75      62
   90       3       9
   90      10      63
   90      12      27
   90      17      42
   90      38      98
   90      40      94
   90      66      56
   90      69      52
   90      99      23
   91       5      28
   91      11      20
   91      13      56
   91      20      93
   91      23      72
   91      24      78
   91      30      11
   91      35      23
   91      60      91
   91      75      20
   91      92      40
   91     100      31
   92      15      50
   92      26      59
   92      31      92
   92      39      26
   92      50      57
   92      52      11
   92      64      27
   92      77      14
   92      79      82
   92      83      10
   92      91      27
   92      94      56
   93       2      37
   93       5      74
   93       9      38
   93      13      83
   93      38      13
   93      41      39
   93      73      33
   93      76      89
   93      94      26
   93      95      85
   94       4      17
   94      15       9
   94      33      13
   94      40      72
   94      50      83
   94      51      51
   94      69      97
   94      77      11
   94      92      26
   94      95      13
   95      35      44
   95      38      98
   95      42      75
   95      51      41
   95      61      98
   95      68      90
   95      79      32
   95      80      86
   95      93     100
   96       4      56
   96      10      68
   96      11      58
   96      18      70
   96      20      89
   96      32      26
   96      35      63
   96      39      46
   96      48      50
   96      49      89
   96      60      88
   96      63       8
   96      69      11
   96      74      85
   96      75      62
   96      80      58
   96      84      15
   96      88      98
   96      89      47
   96      98      99
   97       9      54
   97      35      82
   97      43     100
   97      50      42
   97      58      91
   97      67      26
   97      72      39
   97      73      28
   97      85      99
   98       6      64
   98       8      51
   98      22      84
   98      23      31
   98      25      43
   98      52       2
   98      57      49
   98      87      88
   98      92      56
   99      41      32
   99      46      28
   99      48      38
   99      55      71
   99      57      38
   99      68      36
   99      70      65
   99      75      12
