 1000   100000
   11     889       3
   11     896      17
   11     916      11
   11     918      11
   11     939      22
   11     947      22
   11     950      17
   11     952      13
   11     987      15
   11     999      16
   12       3       7
   12       7      16
   12      21      10
   12      23      13
   12      28      17
   12      42      20
   12      49      19
   12      61      18
   12      88      18
   12     102       4
   12     106      22
   12     107       4
   12     119       9
   12     121       3
   12     126       4
   12     127      20
   12     128      16
   12     143      18
   12     155       5
   12     162      25
   12     165      15
   12     166      13
   12     168      25
   12     170      15
   12     177      12
   12     187      13
   12     188      12
   12     191       6
   12     207       8
   12     245      21
   12     248      21
   12     253       3
   12     255      24
   12     259       2
   12     261      14
   12     283       6
   12     292      11
   12     309      20
   12     316       6
   12     330      11
   12     343      22
   12     357      19
   12     364      15
   12     391      23
   12     396       4
   12     408      13
   12     409      23
   12     423      23
   12     435      11
   12     450      23
   12     453       7
   12     476      12
   12     485      21
   12     487      21
   12     490      23
   12     512      21
   12     519      24
   12     527       6
   12     532      13
   12     552      23
   12     557      25
   12     559       6
   12     560      22
   12     563      23
   12     582      12
   12     583      25
   12     607      10
   12     613      22
   12     614       6
   12     626       2
   12     634       4
   12     640      11
   12     642       1
   12     664       2
   12     672      18
   12     684       9
   12     685      10
   12     688      19
   12     722      19
   12     728      11
   12     734       8
   12     742      12
   12     768      11
   12     772      11
   12     774      18
   12     775       7
   12     791       8
   12     794       1
   12     800      17
   12     801      18
   12     824      19
   12     828      10
   12     830      23
   12     838       9
   12     854      25
   12     855      22
   12     863      22
   12     875       8
   12     888      23
   12     895      17
   12     903      13
   12     917      21
   12     918       7
   12     933       5
   12     948       5
   12     971      12
   12     983      23
   12     987      13
   12     994      10
   12     998      24
   13       5      18
   13      12      19
   13      17      10
   13      20       8
   13      26      12
   13      40      23
   13      49      20
   13      52       8
   13      57       5
   13      80      16
   13      86       9
   13      94      24
   13     104      13
   13     107       9
   13     133      12
   13     150       6
   13     156       5
   13     162       5
   13     172       4
   13     175       7
   13     184       3
   13     204      11
   13     207      21
   13     215      25
   13     247      23
   13     253      25
   13     259      16
   13     287      15
   13     318      12
   13     334      16
   13     343      11
   13     351       6
   13     356      20
   13     367      15
   13     380      13
   13     382       6
   13     385      22
   13     410      25
   13     412      20
   13     420      11
   13     438       3
   13     448      24
   13     467       1
   13     488      25
   13     490       2
   13     520      13
   13     527      11
   13     545      11
   13     548      14
   13     552       9
   13     555      10
   13     560      19
   13     576      18
   13     589      23
   13     602       2
   13     604       3
   13     631      25
   13     649       7
   13     650      12
   13     655      14
   13     677       6
   13     678      19
   13     679       7
   13     690       1
   13     698       3
   13     706      14
   13     707      13
   13     710      10
   13     719      25
   13     731      25
   13     738       8
   13     769      25
   13     791      20
   13     793       5
   13     798       4
   13     807      15
   13     810      15
   13     814       9
   13     817       1
   13     822       7
   13     829      18
   13     835      21
   13     836      11
   13     849      10
   13     854      17
   13     883      16
   13     896      11
   13     904      18
   13     912      19
   13     917      22
   13     931       9
   13     967       2
   13     970      13
   13     975      22
   13     976      19
   14       3       3
   14      37       3
   14      43      25
   14      74      17
   14      76       8
   14      85       8
   14      93       2
   14      96      16
   14     102      11
   14     107      17
   14     121      19
   14     122       7
   14     138      20
   14     187      23
   14     194      21
   14     217      12
   14     227      19
   14     231       9
   14     239      15
   14     247       4
   14     257       5
   14     264      12
   14     285      17
   14     310       6
   14     325      17
   14     337       7
   14     340      14
   14     367       7
   14     368      15
   14     376      12
   14     379      19
   14     381       5
   14     385       7
   14     390       6
   14     407       1
   14     409       1
   14     416      24
   14     420       8
   14     426       8
   14     450       1
   14     454       4
   14     460      20
   14     461      13
   14     483      19
   14     524       4
   14     571      13
   14     586      21
   14     599       7
   14     600      23
   14     607      10
   14     623      20
   14     632       9
   14     637       2
   14     663      11
   14     665      23
   14     669      23
   14     712      25
   14     731      25
   14     732      11
   14     769       2
   14     777       6
   14     791      22
   14     800      11
   14     804       5
   14     826       7
   14     828      25
   14     834      22
   14     840      23
   14     844      22
   14     846      19
   14     854      22
   14     858      24
   14     864      11
   14     876      16
   14     879       7
   14     889       2
   14     893      13
   14     898      10
   14     901      25
   14     903       8
   14     913      12
   14     917       6
   14     923      17
   14     928      11
   14     938      13
   14     946      21
   14     963      19
   14     965      19
   14     984      15
   15       5      11
   15      22      17
   15      65      12
   15      79       4
   15      84       1
   15      94       6
   15      98       7
   15     124      11
   15     126       2
   15     127      25
   15     133      11
   15     138      16
   15     142       6
   15     148      15
   15     161       6
   15     177      10
   15     181      18
   15     183      25
   15     188      22
   15     206       8
   15     216       5
   15     233      16
   15     238       3
   15     243      15
   15     263       7
   15     268      18
   15     282      18
   15     302      18
   15     328      13
   15     331      20
   15     333      12
   15     334      21
   15     338      18
   15     355      15
   15     358       9
   15     361       9
   15     363      25
   15     367      22
   15     368       7
   15     369      13
   15     379      11
   15     386      20
   15     387      25
   15     391      19
   15     407      10
   15     414      10
   15     433       2
   15     448       1
   15     471      25
   15     481       6
   15     486       2
   15     490       7
   15     495       5
   15     497      10
   15     523      16
   15     525       3
   15     535      21
   15     552      17
   15     576      12
   15     585      14
   15     622       6
   15     635       7
   15     637       6
   15     650      20
   15     656      20
   15     660       7
   15     668      22
   15     671      14
   15     672      25
   15     679      13
   15     707      19
   15     718       2
   15     730      20
   15     750      21
   15     755       7
   15     757       7
   15     766      14
   15     789       6
   15     792      13
   15     799      19
   15     805      22
   15     823       1
   15     831      23
   15     837      16
   15     842      16
   15     848      17
   15     889       5
   15     900       1
   15     904      20
   15     908       8
   15     913      19
   15     914      10
   15     937      14
   15     940       5
   15     947      11
   15     950      24
   15     965       6
   15     980      23
   15     991      12
   15     998       9
   16       4       4
   16      20      15
   16      25       5
   16      26      15
   16      54      13
   16      86      21
   16      90      10
   16      94      11
   16     111       5
   16     120      25
   16     127      11
   16     138       1
   16     168      23
   16     172       9
   16     174       2
   16     183      21
   16     193       6
   16     201       6
   16     215      16
   16     218       1
   16     228      16
   16     275      11
   16     283       5
   16     296      12
   16     298      20
   16     300       3
   16     311      14
   16     341      23
   16     351      16
   16     352       8
   16     370       9
   16     372      15
   16     377       9
   16     381      16
   16     387      12
   16     388       3
   16     395      16
   16     402      21
   16     408      15
   16     423      10
   16     436      24
   16     440      21
   16     442      21
   16     450      11
   16     457       8
   16     462      13
   16     474      20
   16     502      12
   16     505       4
   16     523      13
   16     546      18
   16     554       5
   16     557       5
   16     568      18
   16     569      13
   16     586      19
   16     604       6
   16     609      12
   16     612       5
   16     639      25
   16     652      22
   16     664      10
   16     669       4
   16     685      17
   16     714      21
   16     727      21
   16     728       2
   16     730       1
   16     736       9
   16     737       9
   16     744      20
   16     747      20
   16     776       2
   16     814      25
   16     822       3
   16     834       1
   16     853      24
   16     883      23
   16     886       3
   16     921      12
   16     932      23
   16     945       6
   16     947      24
   16     956       2
   16     974      16
   17       9      17
   17      63      13
   17      67       5
   17      71      22
   17      90      22
   17     129       9
   17     151      19
   17     153       9
   17     193       8
   17     194       9
   17     208       9
   17     211      15
   17     232      11
   17     242      19
   17     251      19
   17     268      10
   17     280      14
   17     285      21
   17     320      17
   17     346      11
   17     349      24
   17     362       1
   17     379      25
   17     388      23
   17     390       6
   17     397      23
   17     402       7
   17     407      10
   17     408       8
   17     412       8
   17     422      17
   17     437      11
   17     460      21
   17     465      25
   17     475       8
   17     484       7
   17     494      22
   17     497      13
   17     503      23
   17     508      15
   17     510      24
   17     513      17
   17     522      22
   17     531       7
   17     540      20
   17     546      25
   17     565       1
   17     579       9
   17     582      11
   17     612       7
   17     638       8
   17     641      23
   17     647      23
   17     648       5
   17     668      21
   17     675      13
   17     681       8
   17     683      21
   17     694      23
   17     695      15
   17     697       2
   17     707      20
   17     709       8
   17     710      23
   17     714       3
   17     717       3
   17     734      11
   17     751       7
   17     771      24
   17     772       6
   17     776      12
   17     777      19
   17     785       7
   17     797      12
   17     798      14
   17     800      19
   17     803      15
   17     805      17
   17     823      24
   17     828      25
   17     839      14
   17     849      25
   17     857      16
   17     864       8
   17     879      24
   17     882       6
   17     889      21
   17     917       8
   17     919      16
   17     921      14
   17     928      16
   17     930      14
   17     937       9
   17     941      10
   17     944      19
   17     948       4
   17     949       5
   17     965       8
   17     974      10
   17     984      18
   17     989      16
   17     992      19
   18      45      22
   18      54      25
   18      75      20
   18      82      18
   18     111      16
   18     146      22
   18     154       9
   18     184      19
   18     193      18
   18     196       6
   18     199       6
   18     205      23
   18     207      15
   18     209       2
   18     210      12
   18     215      14
   18     219       9
   18     228      19
   18     243      19
   18     254      10
   18     255       4
   18     267       1
   18     268      17
   18     280       7
   18     287       3
   18     297      14
   18     308      21
   18     338      24
   18     346      14
   18     348       6
   18     353       7
   18     405      12
   18     413      15
   18     433       5
   18     442      21
   18     445      23
   18     470      19
   18     488       8
   18     512      18
   18     541      10
   18     545      13
   18     562      23
   18     565       9
   18     570      14
   18     578       7
   18     586      23
   18     589      17
   18     593      25
   18     610       5
   18     620      19
   18     638      17
   18     645      21
   18     649      11
   18     657       8
   18     663      18
   18     672      10
   18     709      10
   18     714      24
   18     725      12
   18     736       5
   18     750       6
   18     772       6
   18     786      20
   18     789       2
   18     793      23
   18     811      21
   18     815       7
   18     821      25
   18     832      14
   18     836      15
   18     837      15
   18     843       3
   18     851       7
   18     854      19
   18     856      10
   18     860      24
   18     862      15
   18     866      16
   18     868      20
   18     876      20
   18     886       3
   18     896      17
   18     901       6
   18     905      15
   18     907      15
   18     921      13
   18     928      18
   18     932      15
   18     942      17
   18     947      24
   18     975      18
   18     985       7
   18     993      15
   19       3      20
   19       8      25
   19      16       6
   19      20       5
   19      28      23
   19      73      18
   19      75      16
   19      77      22
   19      78      22
   19      81      17
   19      97       5
   19      99      19
   19     101       3
   19     114       7
   19     119      18
   19     127      12
   19     136       2
   19     164      10
   19     173      15
   19     175      20
   19     182      14
   19     195       8
   19     208       7
   19     216       8
   19     224       1
   19     246      22
   19     248       6
   19     252      22
   19     271      24
   19     279       3
   19     288       3
   19     306      16
   19     309      19
   19     333      14
   19     337      10
   19     360       5
   19     361      19
   19     364      14
   19     376      12
   19     378       2
   19     390      25
   19     393      23
   19     396      20
   19     399       4
   19     409      12
   19     416      17
   19     457       6
   19     461      17
   19     466      18
   19     469      25
   19     480      19
   19     486      12
   19     496      10
   19     507      10
   19     509       8
   19     512      13
   19     535      24
   19     551      10
   19     555       6
   19     564      20
   19     570      18
   19     578       6
   19     580      13
   19     617       2
   19     623       8
   19     626      21
   19     629      23
   19     644       2
   19     648      18
   19     649      23
   19     652      20
   19     654      22
   19     659      20
   19     660      19
   19     685      24
   19     714      12
   19     716       9
   19     718      12
   19     740      14
   19     746       4
   19     752       3
   19     756      18
   19     831      17
   19     837      13
   19     838      13
   19     876       3
   19     899       4
   19     902      19
   19     904      20
   19     907       3
   19     908      19
   19     909      25
   19     917      14
   19     923      14
   19     943      17
   19     973      20
   20      18      10
   20      22      16
   20      25      16
   20      27       1
   20      36      24
   20      45      22
   20      63       6
   20      67      16
   20      94       7
   20     117       8
   20     123      14
   20     129       2
   20     131      16
   20     141       3
   20     143      25
   20     185      13
   20     187      17
   20     189       5
   20     201      25
   20     230      19
   20     259      18
   20     273      16
   20     278       8
   20     295      11
   20     314       5
   20     357       8
   20     366      21
   20     389      16
   20     423       7
   20     433       3
   20     438      21
   20     453      14
   20     460      20
   20     486      18
   20     487       5
   20     500       2
   20     504       9
   20     523      15
   20     524       9
   20     560      10
   20     567       8
   20     582      21
   20     586       5
   20     590      14
   20     610      12
   20     633      20
   20     635      10
   20     639      13
   20     642      18
   20     663      22
   20     673      25
   20     695      10
   20     696       7
   20     708       4
   20     709       8
   20     711      22
   20     721      17
   20     743      15
   20     749      18
   20     756      24
   20     762      24
   20     766      14
   20     771      14
   20     773       7
   20     774      21
   20     782       3
   20     806      13
   20     812      17
   20     816      23
   20     838       2
   20     841       6
   20     853       9
   20     866      22
   20     867       8
   20     882      25
   20     890      15
   20     911       3
   20     922       3
   20     924       9
   20     926      15
   20     937      19
   20     947      11
   20     958      19
   20     969      21
   20     970      14
   20     997      24
   21      24      10
   21      41      14
   21      42      11
   21      74      17
   21      86       6
   21      94      16
   21      97      10
   21      98       2
   21     114       5
   21     127      20
   21     131      14
   21     137       7
   21     145      21
   21     175       3
   21     177       8
   21     182       6
   21     183      14
   21     184       7
   21     204      14
   21     205       3
   21     221      22
   21     231      10
   21     244      17
   21     261      18
   21     264       3
   21     272       1
   21     273       4
   21     294       9
   21     297      21
   21     306       5
   21     312       4
   21     327       8
   21     331      20
   21     348      17
   21     368      12
   21     376      10
   21     378       3
   21     382      22
   21     384       5
   21     393      12
   21     396      13
